"name" "lastname" "firstname" "articleNum" "birthDate" "birthMonth" "birthDay" "zodiac"
"Aaliyah" "Aaliyah" NA 0 1979-01-16 1 16 "Capricorn"
"Debevoise, Dickinson R" "Debevoise" "Dickinson R" 0 1924-04-23 4 23 "Taurus"
"Debussy, Claude" "Debussy" "Claude" 5 1862-08-22 8 22 "Leo"
"Decaro, Frank" "Decaro" "Frank" 0 1962-11-06 11 6 "Scorpio"
"Dedman, Bill" "Dedman" "Bill" 0 1960-01-01 1 1 "Capricorn"
"Dee, Ruby" "Dee" "Ruby" 3 1922-10-27 10 27 "Scorpio"
"Def, Mos" "Def" "Mos" 15 1973-12-11 12 11 "Sagittarius"
"Degas, Edgar" "Degas" "Edgar" 6 1834-07-19 7 19 "Cancer"
"Del Ponte, Carla" "Del Ponte" "Carla" 1 1947-02-09 2 9 "Aquarius"
"Del Toro, Benicio" "Del Toro" "Benicio" 7 1967-02-19 2 19 "Pisces"
"Del Tredici, David" "Del Tredici" "David" 6 1937-01-01 1 1 "Capricorn"
"Delay, Tom" "Delay" "Tom" 99 1947-04-08 4 8 "Aries"
"Dell, Michael S" "Dell" "Michael S" 15 1965-02-23 2 23 "Pisces"
"Dementieva, Elena" "Dementieva" "Elena" 24 1981-10-15 10 15 "Libra"
"Demirel, Suleyman" "Demirel" "Suleyman" 0 1924-11-01 11 1 "Scorpio"
"Demme, Jonathan" "Demme" "Jonathan" 7 1944-02-22 2 22 "Pisces"
"Dench, Judi" "Dench" "Judi" 14 1934-12-09 12 9 "Sagittarius"
"Deneuve, Catherine" "Deneuve" "Catherine" 9 1943-10-22 10 22 "Libra"
"Deng Xiaoping" "Deng Xiaoping" NA 19 1904-08-22 8 22 "Leo"
"Dennehy, Brian" "Dennehy" "Brian" 12 1938-07-09 7 9 "Cancer"
"Dennehy, Patrick" "Dennehy" "Patrick" 1 NA NA NA NA
"Denny, Reginald" "Denny" "Reginald" 0 NA NA NA NA
"Denver, John" "Denver" "John" 3 1943-12-31 12 31 "Capricorn"
"Depalma, Anthony" "Depalma" "Anthony" 2 1904-10-12 10 12 "Libra"
"Depardieu, Gerard" "Depardieu" "Gerard" 1 1948-12-27 12 27 "Capricorn"
"Depp, Johnny" "Depp" "Johnny" 33 1963-06-09 6 9 "Gemini"
"Deri, Aryeh" "Deri" "Aryeh" 0 1959-02-17 2 17 "Aquarius"
"Dershowitz, Alan M" "Dershowitz" "Alan M" 12 1938-09-01 9 1 "Virgo"
"Deutch, John M" "Deutch" "John M" 1 1938-07-27 7 27 "Leo"
"Deutsch, Donny" "Deutsch" "Donny" 2 1957-11-22 11 22 "Scorpio"
"Devers, Gail" "Devers" "Gail" 2 1966-11-19 11 19 "Scorpio"
"Dewhurst, Colleen" "Dewhurst" "Colleen" 0 1924-06-03 6 3 "Gemini"
"DiCaprio, Leonardo" "DiCaprio" "Leonardo" 19 1974-11-11 11 11 "Scorpio"
"DiIulio, John J Jr" "DiIulio" "John J Jr" 1 NA NA NA NA
"DiMaggio, Joe" "DiMaggio" "Joe" 13 1914-11-25 11 25 "Sagittarius"
"DiMarco, Chris" "DiMarco" "Chris" 12 1968-08-23 8 23 "Virgo"
"DiNapoli, Thomas P" "DiNapoli" "Thomas P" 37 1954-02-10 2 10 "Aquarius"
"Diallo, Amadou" "Diallo" "Amadou" 27 1975-09-02 9 2 "Virgo"
"Diamond, Neil" "Diamond" "Neil" 7 1941-01-24 1 24 "Aquarius"
"Diaz, Cameron" "Diaz" "Cameron" 16 1972-08-30 8 30 "Virgo"
"Dick, Philip K" "Dick" "Philip K" 10 1928-12-16 12 16 "Sagittarius"
"Dickens, Charles" "Dickens" "Charles" 29 1812-02-07 2 7 "Aquarius"
"Dickinson, Emily" "Dickinson" "Emily" 13 1830-12-10 12 10 "Sagittarius"
"Didion, Joan" "Didion" "Joan" 22 1934-12-05 12 5 "Sagittarius"
"Diebenkorn, Richard" "Diebenkorn" "Richard" 2 1922-04-22 4 22 "Taurus"
"Dietrich, Marlene" "Dietrich" "Marlene" 9 1901-12-27 12 27 "Capricorn"
"Difrancesco, Donald T" "Difrancesco" "Donald T" 1 1944-11-20 11 20 "Scorpio"
"Diller, Barry" "Diller" "Barry" 31 1942-02-02 2 2 "Aquarius"
"Dillon, Denis E" "Dillon" "Denis E" 0 1933-12-21 12 21 "Sagittarius"
"Dimon, James" "Dimon" "James" 18 1956-03-13 3 13 "Pisces"
"Dingell, John D" "Dingell" "John D" 16 1926-07-08 7 8 "Cancer"
"Dinkins, David N" "Dinkins" "David N" 21 1927-07-10 7 10 "Cancer"
"DioGuardi, Joseph J" "DioGuardi" "Joseph J" 1 1940-09-20 9 20 "Virgo"
"Dion, Celine" "Dion" "Celine" 6 1968-03-30 3 30 "Aries"
"Dipietro, Rick" "Dipietro" "Rick" 23 1981-09-19 9 19 "Virgo"
"Disney, Roy E" "Disney" "Roy E" 8 1930-01-10 1 10 "Capricorn"
"Disney, Walt" "Disney" "Walt" 3 1901-12-05 12 5 "Sagittarius"
"Ditka, Mike" "Ditka" "Mike" 9 1939-10-18 10 18 "Libra"
"Dobbs, Lou" "Dobbs" "Lou" 21 1945-09-24 9 24 "Libra"
"Dobrzynski, Judith H" "Dobrzynski" "Judith H" 1 1949-03-08 3 8 "Pisces"
"Dobson, James C" "Dobson" "James C" 19 1936-04-21 4 21 "Taurus"
"Doby, Larry" "Doby" "Larry" 2 1923-12-13 12 13 "Sagittarius"
"Doctoroff, Daniel L" "Doctoroff" "Daniel L" 28 1958-07-11 7 11 "Cancer"
"Doctorow, E L" "Doctorow" "E L" 14 1931-01-06 1 6 "Capricorn"
"Dodd, Christopher J" "Dodd" "Christopher J" 114 1944-05-27 5 27 "Gemini"
"Dohnanyi, Christoph von" "Dohnanyi" "Christoph von" 8 1929-09-08 9 8 "Virgo"
"Dolan, Charles F" "Dolan" "Charles F" 17 1926-10-16 10 16 "Libra"
"Dolan, James L" "Dolan" "James L" 65 1955-05-11 5 11 "Taurus"
"Dolan, Timothy M" "Dolan" "Timothy M" 20 1950-02-06 2 6 "Aquarius"
"Dole, Bob" "Dole" "Bob" 18 1923-07-22 7 22 "Cancer"
"Dole, Elizabeth" "Dole" "Elizabeth" 4 1936-07-29 7 29 "Leo"
"Domenici, Pete V" "Domenici" "Pete V" 21 1932-05-07 5 7 "Taurus"
"Domi, Tie" "Domi" "Tie" 1 1969-11-01 11 1 "Scorpio"
"Domingo, Placido" "Domingo" "Placido" 35 1941-01-21 1 21 "Aquarius"
"Donaghy, Tim" "Donaghy" "Tim" 49 1967-01-07 1 7 "Capricorn"
"Donahue, Phil" "Donahue" "Phil" 1 1935-12-21 12 21 "Sagittarius"
"Donaldson, Sam" "Donaldson" "Sam" 0 1934-03-11 3 11 "Pisces"
"Donaldson, William H" "Donaldson" "William H" 14 1931-06-02 6 2 "Gemini"
"Donizetti, Gaetano" "Donizetti" "Gaetano" 1 1797-11-29 11 29 "Sagittarius"
"Dooling, Richard" "Dooling" "Richard" 4 1954-01-01 1 1 "Capricorn"
"Doonan, Simon" "Doonan" "Simon" 9 1952-01-01 1 1 "Capricorn"
"Dorfman, Ariel" "Dorfman" "Ariel" 6 1942-05-06 5 6 "Taurus"
"Dorfman, Dan" "Dorfman" "Dan" 0 1931-10-24 10 24 "Scorpio"
"Dorgan, Byron L" "Dorgan" "Byron L" 7 1942-05-14 5 14 "Taurus"
"Doria, Joseph V Jr" "Doria" "Joseph V Jr" 2 1946-06-28 6 28 "Cancer"
"Dornan, Robert K" "Dornan" "Robert K" 0 1933-04-03 4 3 "Aries"
"Dos Santos, Jose Eduardo" "Dos Santos" "Jose Eduardo" 1 1942-08-28 8 28 "Virgo"
"Dostoyevsky, Fyodor" "Dostoyevsky" "Fyodor" 3 1821-11-11 11 11 "Scorpio"
"Dostum, Abdul Rashid" "Dostum" "Abdul Rashid" 7 1954-01-01 1 1 "Capricorn"
"Dotson, Carlton" "Dotson" "Carlton" 0 NA NA NA NA
"Dougherty, Philip H" "Dougherty" "Philip H" 0 1923-12-21 12 21 "Sagittarius"
"Douglas, Kirk" "Douglas" "Kirk" 3 1916-12-09 12 9 "Sagittarius"
"Douglas, Michael" "Douglas" "Michael" 11 1944-09-25 9 25 "Libra"
"Dowd, Maureen" "Dowd" "Maureen" 16 1952-01-14 1 14 "Capricorn"
"Doyle, Arthur Conan" "Doyle" "Arthur Conan" 8 1859-05-22 5 22 "Gemini"
"Drabinsky, Garth H" "Drabinsky" "Garth H" 4 1949-10-27 10 27 "Scorpio"
"Dragila, Stacy" "Dragila" "Stacy" 2 1971-03-25 3 25 "Aries"
"Drexler, Clyde" "Drexler" "Clyde" 1 1962-06-22 6 22 "Cancer"
"Dreyfuss, Richard" "Dreyfuss" "Richard" 3 1947-10-29 10 29 "Scorpio"
"Drudge, Matt" "Drudge" "Matt" 3 1966-10-27 10 27 "Scorpio"
"Du Pont, John E" "Du Pont" "John E" 0 1938-11-22 11 22 "Scorpio"
"Duane, Thomas K" "Duane" "Thomas K" 4 1955-01-30 1 30 "Aquarius"
"Dubus, Andre" "Dubus" "Andre" 1 1936-08-11 8 11 "Leo"
"Ducasse, Alain" "Ducasse" "Alain" 14 1956-09-13 9 13 "Virgo"
"Duchamp, Marcel" "Duchamp" "Marcel" 9 1887-07-28 7 28 "Leo"
"Duchovny, David" "Duchovny" "David" 11 1960-08-07 8 7 "Leo"
"Dudley, Chris" "Dudley" "Chris" 0 1965-02-22 2 22 "Pisces"
"Duff, Patricia" "Duff" "Patricia" 0 1954-04-12 4 12 "Aries"
"Dugger, Celia W" "Dugger" "Celia W" 1 1958-07-03 7 3 "Cancer"
"Duhalde, Eduardo" "Duhalde" "Eduardo" 1 1941-10-05 10 5 "Libra"
"Duisenberg, Wim" "Duisenberg" "Wim" 0 1935-07-09 7 9 "Cancer"
"Dukakis, Michael S" "Dukakis" "Michael S" 6 1933-11-03 11 3 "Scorpio"
"Dukakis, Olympia" "Dukakis" "Olympia" 5 1931-06-20 6 20 "Gemini"
"Duke, David E" "Duke" "David E" 0 1950-07-01 7 1 "Cancer"
"Duke, Doris" "Duke" "Doris" 7 1912-11-22 11 22 "Scorpio"
"Dumas, Roland" "Dumas" "Roland" 0 1922-08-23 8 23 "Virgo"
"Dunaway, Faye" "Dunaway" "Faye" 4 1941-01-14 1 14 "Capricorn"
"Duncan, Arne" "Duncan" "Arne" 56 1964-11-06 11 6 "Scorpio"
"Duncan, Isadora" "Duncan" "Isadora" 4 1877-05-27 5 27 "Gemini"
"Duncan, Tim" "Duncan" "Tim" 24 1976-04-25 4 25 "Taurus"
"Dungy, Tony" "Dungy" "Tony" 39 1955-10-06 10 6 "Libra"
"Dunkel, Paul Lustig" "Dunkel" "Paul Lustig" 1 NA NA NA NA
"Dunlap, Albert J" "Dunlap" "Albert J" 1 1937-07-26 7 26 "Leo"
"Dunn, Patricia C" "Dunn" "Patricia C" 29 1953-03-27 3 27 "Aries"
"Dunne, Dominick" "Dunne" "Dominick" 3 1925-10-29 10 29 "Scorpio"
"Dunne, John Gregory" "Dunne" "John Gregory" 9 1932-05-25 5 25 "Gemini"
"Duquette, Jim" "Duquette" "Jim" 6 1966-01-01 1 1 "Capricorn"
"Durang, Christopher" "Durang" "Christopher" 15 1949-01-02 1 2 "Capricorn"
"Duras, Marguerite" "Duras" "Marguerite" 1 1914-04-04 4 4 "Aries"
"Durbin, Richard J" "Durbin" "Richard J" 23 1944-11-21 11 21 "Scorpio"
"Durning, Charles" "Durning" "Charles" 0 1923-02-28 2 28 "Pisces"
"Durso, Joseph" "Durso" "Joseph" 1 1924-06-22 6 22 "Cancer"
"Durst, Robert A" "Durst" "Robert A" 3 1943-01-01 1 1 "Capricorn"
"Dutoit, Charles" "Dutoit" "Charles" 15 1936-10-07 10 7 "Libra"
"Dutroux, Marc" "Dutroux" "Marc" 1 1956-11-06 11 6 "Scorpio"
"Duval, David" "Duval" "David" 13 1971-11-09 11 9 "Scorpio"
"Duvall, Robert" "Duvall" "Robert" 10 1931-01-05 1 5 "Capricorn"
"Dwyer, Jim" "Dwyer" "Jim" 24 NA NA NA NA
"Dykstra, Gretchen" "Dykstra" "Gretchen" 3 1948-08-22 8 22 "Leo"
"Dylan, Bob" "Dylan" "Bob" 77 1941-05-24 5 24 "Gemini"
"Dyson, Esther" "Dyson" "Esther" 6 1951-07-14 7 14 "Cancer"
"da Vinci, Leonardo" "da Vinci" "Leonardo" 25 1452-04-15 4 15 "Aries"
"de Blasio, Bill" "de Blasio" "Bill" 31 1961-05-08 5 8 "Taurus"
"de Gaulle, Charles" "de Gaulle" "Charles" 5 1890-11-22 11 22 "Scorpio"
"de Keersmaeker, Anne Teresa" "de Keersmaeker" "Anne Teresa" 8 1960-01-01 1 1 "Capricorn"
"de Klerk, F W" "de Klerk" "F W" 1 1936-03-18 3 18 "Pisces"
"de Kooning, Willem" "de Kooning" "Willem" 18 1904-04-24 4 24 "Taurus"
"de Larrocha, Alicia" "de Larrocha" "Alicia" 2 1923-05-23 5 23 "Gemini"
"de Montebello, Philippe" "de Montebello" "Philippe" 27 1936-05-16 5 16 "Taurus"
"de Palma, Brian" "de Palma" "Brian" 5 1940-09-11 9 11 "Virgo"
"de la Renta, Oscar" "de la Renta" "Oscar" 26 1933-07-22 7 22 "Cancer"
"de la Rua, Fernando" "de la Rua" "Fernando" 0 1937-09-15 9 15 "Virgo"
"Eagleburger, Lawrence S" "Eagleburger" "Lawrence S" 0 1930-08-01 8 1 "Leo"
"Eaglen, Jane" "Eaglen" "Jane" 0 1960-04-04 4 4 "Aries"
"Eakins, Thomas" "Eakins" "Thomas" 11 1844-07-25 7 25 "Leo"
"Earhart, Amelia" "Earhart" "Amelia" 10 1897-07-24 7 24 "Leo"
"Easterbrook, Gregg" "Easterbrook" "Gregg" 5 1953-03-03 3 3 "Pisces"
"Eastwood, Clint" "Eastwood" "Clint" 47 1930-05-31 5 31 "Gemini"
"Eaton, Robert J" "Eaton" "Robert J" 0 1940-01-01 1 1 "Capricorn"
"Ebadi, Shirin" "Ebadi" "Shirin" 14 1947-06-21 6 21 "Gemini"
"Ebb, Fred" "Ebb" "Fred" 10 1928-04-08 4 8 "Aries"
"Ebbers, Bernard J" "Ebbers" "Bernard J" 60 1941-08-27 8 27 "Virgo"
"Eberharter, Stephan" "Eberharter" "Stephan" 0 1969-03-24 3 24 "Aries"
"Ebersol, Dick" "Ebersol" "Dick" 17 1947-07-28 7 28 "Leo"
"Ebersole, Christine" "Ebersole" "Christine" 22 1953-02-21 2 21 "Pisces"
"Ebert, Roger" "Ebert" "Roger" 7 1942-06-18 6 18 "Gemini"
"Ecevit, Bulent" "Ecevit" "Bulent" 1 1925-05-28 5 28 "Gemini"
"Echeverria, Luis" "Echeverria" "Luis" 1 1922-01-17 1 17 "Capricorn"
"Edberg, Stefan" "Edberg" "Stefan" 1 1966-01-19 1 19 "Capricorn"
"Edelman, Marian Wright" "Edelman" "Marian Wright" 1 1939-06-06 6 6 "Gemini"
"Edelstein, David N" "Edelstein" "David N" 0 1910-02-16 2 16 "Aquarius"
"Edgar, Jim" "Edgar" "Jim" 2 1946-07-22 7 22 "Cancer"
"Edison, Thomas A" "Edison" "Thomas A" 6 1847-02-11 2 11 "Aquarius"
"Edwards, Blake" "Edwards" "Blake" 1 1922-07-26 7 26 "Leo"
"Edwards, Edwin W" "Edwards" "Edwin W" 0 1927-08-07 8 7 "Leo"
"Edwards, Elizabeth" "Edwards" "Elizabeth" 34 1949-07-03 7 3 "Cancer"
"Edwards, Herman" "Edwards" "Herman" 53 1954-04-27 4 27 "Taurus"
"Edwards, John" "Edwards" "John" 273 1953-06-10 6 10 "Gemini"
"Egan, Edward M" "Egan" "Edward M" 29 1932-04-02 4 2 "Aries"
"Egan, Timothy" "Egan" "Timothy" 6 1954-11-08 11 8 "Scorpio"
"Egeland, Jan" "Egeland" "Jan" 4 1957-09-12 9 12 "Virgo"
"Eggers, Dave" "Eggers" "Dave" 22 1970-03-12 3 12 "Pisces"
"Egoyan, Atom" "Egoyan" "Atom" 12 1960-07-19 7 19 "Cancer"
"Ehrenreich, Barbara" "Ehrenreich" "Barbara" 12 1941-08-26 8 26 "Virgo"
"Ehrlich, Robert L Jr" "Ehrlich" "Robert L Jr" 9 1957-11-25 11 25 "Sagittarius"
"Eichenwald, Kurt" "Eichenwald" "Kurt" 4 1961-06-28 6 28 "Cancer"
"Eichmann, Adolf" "Eichmann" "Adolf" 9 1906-03-19 3 19 "Pisces"
"Einstein, Albert" "Einstein" "Albert" 34 1879-03-14 3 14 "Pisces"
"Eisenhower, Dwight David" "Eisenhower" "Dwight David" 31 1890-10-14 10 14 "Libra"
"Eisenman, Peter" "Eisenman" "Peter" 6 1932-08-11 8 11 "Leo"
"Eisenstein, Sergei" "Eisenstein" "Sergei" 1 1898-01-22 1 22 "Aquarius"
"Eisley, Howard" "Eisley" "Howard" 0 1972-12-04 12 4 "Sagittarius"
"Eisner, Michael D" "Eisner" "Michael D" 63 1942-03-07 3 7 "Pisces"
"Eizenstat, Stuart E" "Eizenstat" "Stuart E" 2 1943-01-15 1 15 "Capricorn"
"Ekeus, Rolf" "Ekeus" "Rolf" 0 1935-07-07 7 7 "Cancer"
"El-Hage, Wadih" "El-Hage" "Wadih" 2 1960-07-25 7 25 "Leo"
"ElBaradei, Mohamed" "ElBaradei" "Mohamed" 42 1942-06-17 6 17 "Gemini"
"Eldredge, Todd" "Eldredge" "Todd" 0 1971-08-28 8 28 "Virgo"
"Eliasson, Olafur" "Eliasson" "Olafur" 19 1967-01-01 1 1 "Capricorn"
"Eliot, Thomas Stearns" "Eliot" "Thomas Stearns" 6 1888-09-26 9 26 "Libra"
"Elizabeth II, Queen of Great Britain" "Elizabeth II" "Queen of Great Britain" 20 1926-04-21 4 21 "Taurus"
"Elkin, Stanley" "Elkin" "Stanley" 0 1930-05-11 5 11 "Taurus"
"Ellington, Duke" "Ellington" "Duke" 17 1899-04-29 4 29 "Taurus"
"Elliott, Andrea" "Elliott" "Andrea" 0 1972-12-14 12 14 "Sagittarius"
"Ellis, Bret Easton" "Ellis" "Bret Easton" 8 1964-03-07 3 7 "Pisces"
"Ellis, Joseph J" "Ellis" "Joseph J" 6 1943-07-18 7 18 "Cancer"
"Ellis, Shaun" "Ellis" "Shaun" 9 1977-06-24 6 24 "Cancer"
"Ellison, Lawrence J" "Ellison" "Lawrence J" 18 1944-08-17 8 17 "Leo"
"Ellison, Ralph" "Ellison" "Ralph" 7 1913-03-01 3 1 "Pisces"
"Ellroy, James" "Ellroy" "James" 5 1948-03-04 3 4 "Pisces"
"Ellsberg, Daniel" "Ellsberg" "Daniel" 5 1931-04-07 4 7 "Aries"
"Els, Ernie" "Els" "Ernie" 26 1969-10-17 10 17 "Libra"
"Elway, John" "Elway" "John" 4 1960-06-28 6 28 "Cancer"
"Emanuel, Rahm" "Emanuel" "Rahm" 63 1959-11-29 11 29 "Sagittarius"
"Eminem" "Eminem" NA 18 1972-10-17 10 17 "Libra"
"Engel, Eliot L" "Engel" "Eliot L" 1 1947-02-18 2 18 "Aquarius"
"England, Lynndie R" "England" "Lynndie R" 8 1982-11-08 11 8 "Scorpio"
"Engler, John" "Engler" "John" 0 1948-10-12 10 12 "Libra"
"Enqvist, Thomas" "Enqvist" "Thomas" 1 1974-03-13 3 13 "Pisces"
"Ensign, John" "Ensign" "John" 22 1958-03-25 3 25 "Aries"
"Ensler, Eve" "Ensler" "Eve" 10 1953-05-25 5 25 "Gemini"
"Ephron, Nora" "Ephron" "Nora" 25 1941-05-19 5 19 "Taurus"
"Erbakan, Necmettin" "Erbakan" "Necmettin" 0 1926-10-29 10 29 "Scorpio"
"Erdogan, Recep Tayyip" "Erdogan" "Recep Tayyip" 86 1954-02-26 2 26 "Pisces"
"Erdrich, Louise" "Erdrich" "Louise" 9 1954-06-07 6 7 "Gemini"
"Erekat, Saeb" "Erekat" "Saeb" 7 1955-04-28 4 28 "Taurus"
"Eristoff, Andrew S" "Eristoff" "Andrew S" 0 1963-02-20 2 20 "Pisces"
"Erlanger, Steven" "Erlanger" "Steven" 1 1952-01-01 1 1 "Capricorn"
"Errico, Melissa" "Errico" "Melissa" 2 1970-03-23 3 23 "Aries"
"Erving, Julius" "Erving" "Julius" 3 1950-02-22 2 22 "Pisces"
"Esbjornson, David" "Esbjornson" "David" 3 NA NA NA NA
"Eschenbach, Christoph" "Eschenbach" "Christoph" 17 1940-01-01 1 1 "Capricorn"
"Esiason, Boomer" "Esiason" "Boomer" 4 1961-04-17 4 17 "Aries"
"Espada, Pedro Jr" "Espada" "Pedro Jr" 59 1953-10-20 10 20 "Libra"
"Espy, Mike" "Espy" "Mike" 0 1953-11-30 11 30 "Sagittarius"
"Esrey, William T" "Esrey" "William T" 0 1940-01-01 1 1 "Capricorn"
"Estefan, Gloria" "Estefan" "Gloria" 2 1957-09-01 9 1 "Virgo"
"Estrada, Joseph" "Estrada" "Joseph" 2 1937-04-19 4 19 "Aries"
"Estrada, Miguel" "Estrada" "Miguel" 0 1961-09-25 9 25 "Libra"
"Eszterhas, Joe" "Eszterhas" "Joe" 2 1944-11-23 11 23 "Sagittarius"
"Etzioni, Amitai" "Etzioni" "Amitai" 1 1929-01-04 1 4 "Capricorn"
"Eugenides, Jeffrey" "Eugenides" "Jeffrey" 6 1960-03-08 3 8 "Pisces"
"Euripides" "Euripides" NA 17 NA NA NA NA
"Evans, Donald L" "Evans" "Donald L" 3 1946-07-26 7 26 "Leo"
"Evans, Walker" "Evans" "Walker" 13 1903-11-03 11 3 "Scorpio"
"Everett, Carl" "Everett" "Carl" 2 1971-06-03 6 3 "Gemini"
"Everett, Rupert" "Everett" "Rupert" 7 1959-05-29 5 29 "Gemini"
"Evers, Medgar" "Evers" "Medgar" 2 1925-07-02 7 2 "Cancer"
"Everson, Mark W" "Everson" "Mark W" 4 1954-09-10 9 10 "Virgo"
"Evert, Chris" "Evert" "Chris" 6 1954-12-21 12 21 "Sagittarius"
"Ewing, Patrick" "Ewing" "Patrick" 10 1962-08-05 8 5 "Leo"
"Eyadema, Gnassingbe" "Eyadema" "Gnassingbe" 0 1935-12-26 12 26 "Capricorn"
"Eyre, Richard" "Eyre" "Richard" 7 1943-03-28 3 28 "Aries"
"Fahd" "Fahd" NA 5 1921-03-16 3 16 "Pisces"
"Fahim, Muhammad" "Fahim" "Muhammad" 4 1957-01-01 1 1 "Capricorn"
"Faircloth, Lauch" "Faircloth" "Lauch" 0 1928-01-14 1 14 "Capricorn"
"Fairstein, Linda" "Fairstein" "Linda" 3 1947-05-05 5 5 "Taurus"
"Faithfull, Marianne" "Faithfull" "Marianne" 4 1946-12-29 12 29 "Capricorn"
"Falco, Edie" "Falco" "Edie" 13 1963-07-05 7 5 "Cancer"
"Faldo, Nick" "Faldo" "Nick" 13 1957-07-18 7 18 "Cancer"
"Falk, David" "Falk" "David" 2 1950-01-01 1 1 "Capricorn"
"Falk, Peter" "Falk" "Peter" 1 1927-09-16 9 16 "Virgo"
"Fallows, James" "Fallows" "James" 6 1949-08-02 8 2 "Leo"
"Faludi, Susan" "Faludi" "Susan" 3 1959-04-18 4 18 "Aries"
"Falwell, Jerry" "Falwell" "Jerry" 23 1933-08-11 8 11 "Leo"
"Farrakhan, Louis" "Farrakhan" "Louis" 8 1933-05-11 5 11 "Taurus"
"Farrell, Colin" "Farrell" "Colin" 26 1976-05-31 5 31 "Gemini"
"Farrell, Herman D Jr" "Farrell" "Herman D Jr" 3 1932-02-04 2 4 "Aquarius"
"Farrell, Suzanne" "Farrell" "Suzanne" 12 1945-08-16 8 16 "Leo"
"Farrow, Mia" "Farrow" "Mia" 10 1945-02-09 2 9 "Aquarius"
"Fassbinder, Rainer Werner" "Fassbinder" "Rainer Werner" 7 1945-05-31 5 31 "Gemini"
"Fassel, Jim" "Fassel" "Jim" 8 1949-08-31 8 31 "Virgo"
"Fastow, Andrew S" "Fastow" "Andrew S" 19 1961-12-22 12 22 "Capricorn"
"Fauci, Anthony S" "Fauci" "Anthony S" 4 1940-12-24 12 24 "Capricorn"
"Faulk, Marshall" "Faulk" "Marshall" 0 1973-02-26 2 26 "Pisces"
"Faulkner, Daniel" "Faulkner" "Daniel" 0 NA NA NA NA
"Faulkner, William" "Faulkner" "William" 10 1897-09-25 9 25 "Libra"
"Favre, Brett" "Favre" "Brett" 129 1969-10-10 10 10 "Libra"
"Fayed, Emad al-" "Fayed" "Emad al-" 0 1955-04-15 4 15 "Aries"
"Fayed, Mohamed al-" "Fayed" "Mohamed al-" 2 1933-01-27 1 27 "Aquarius"
"Fayyad, Salam" "Fayyad" "Salam" 16 1952-04-02 4 2 "Aries"
"Fazio, Vic" "Fazio" "Vic" 0 1942-10-11 10 11 "Libra"
"Federer, Roger" "Federer" "Roger" 296 1981-08-08 8 8 "Leo"
"Feerick, John D" "Feerick" "John D" 4 NA NA NA NA
"Fehr, Donald" "Fehr" "Donald" 41 1948-06-18 6 18 "Gemini"
"Feiffer, Jules" "Feiffer" "Jules" 7 1929-01-26 1 26 "Aquarius"
"Feinberg, Kenneth R" "Feinberg" "Kenneth R" 28 1945-10-23 10 23 "Libra"
"Feiner, Paul" "Feiner" "Paul" 4 1956-02-14 2 14 "Aquarius"
"Feingold, Russell D" "Feingold" "Russell D" 22 1953-03-02 3 2 "Pisces"
"Feinstein, Dianne" "Feinstein" "Dianne" 32 1933-06-22 6 22 "Cancer"
"Feinstein, Michael" "Feinstein" "Michael" 16 1956-09-07 9 7 "Virgo"
"Feith, Douglas J" "Feith" "Douglas J" 6 1953-07-16 7 16 "Cancer"
"Feld, Eliot" "Feld" "Eliot" 11 1942-07-05 7 5 "Cancer"
"Feldman, Morton" "Feldman" "Morton" 10 1926-01-12 1 12 "Capricorn"
"Feldman, Sandra" "Feldman" "Sandra" 1 1939-10-13 10 13 "Libra"
"Feldshuh, Tovah" "Feldshuh" "Tovah" 7 1952-12-27 12 27 "Capricorn"
"Fellini, Federico" "Fellini" "Federico" 4 1920-01-20 1 20 "Capricorn"
"Feltsman, Vladimir" "Feltsman" "Vladimir" 8 1952-01-08 1 8 "Capricorn"
"Ferencz, Benjamin B" "Ferencz" "Benjamin B" 0 1920-03-11 3 11 "Pisces"
"Ferguson, Niall" "Ferguson" "Niall" 10 1964-04-18 4 18 "Aries"
"Fernandes, George" "Fernandes" "George" 0 1930-06-03 6 3 "Gemini"
"Fernandez, Leonel" "Fernandez" "Leonel" 0 1953-12-26 12 26 "Capricorn"
"Ferraro, Geraldine A" "Ferraro" "Geraldine A" 10 1935-08-26 8 26 "Virgo"
"Ferre, Gianfranco" "Ferre" "Gianfranco" 4 1944-08-15 8 15 "Leo"
"Ferreira, Wayne" "Ferreira" "Wayne" 0 1971-09-15 9 15 "Virgo"
"Ferrell, Will" "Ferrell" "Will" 35 1967-07-16 7 16 "Cancer"
"Ferrer, Fernando" "Ferrer" "Fernando" 240 1950-04-30 4 30 "Taurus"
"Ferrero, Juan Carlos" "Ferrero" "Juan Carlos" 7 1980-02-12 2 12 "Aquarius"
"Fey, Tina" "Fey" "Tina" 28 1970-05-18 5 18 "Taurus"
"Fhimah, Al Amin Khalifa" "Fhimah" "Al Amin Khalifa" 0 1956-04-04 4 4 "Aries"
"Fiedler, Jay" "Fiedler" "Jay" 7 1971-12-29 12 29 "Capricorn"
"Fieger, Geoffrey" "Fieger" "Geoffrey" 1 1950-12-23 12 23 "Capricorn"
"Field, Sally" "Field" "Sally" 6 1946-11-06 11 6 "Scorpio"
"Fielder, Cecil" "Fielder" "Cecil" 1 1963-09-21 9 21 "Virgo"
"Fields, C Virginia" "Fields" "C Virginia" 81 1945-08-06 8 6 "Leo"
